"Bank","Code","Country","Tag","Currency"
"TIB Development Bank Ltd","20638700","TZ","tibdevelopment","TZS"
"The People's Bank of Zanzibar Ltd.","20638800","TZ","thepeople's","TZS"
"National Microfinance Bank Limited","210409HOLP","TZ","nationalmicrofinance","TZS"
"I AND M BANK (T) LIMITED","210413HQX1","TZ","iand","TZS"
"FIRST NATIONAL BANK OF TANZANIA","210414HU05","TZ","firstnational","TZS"
"TPB Bank Company Ltd","22017470","TZ","tpbbank","TZS"
"Tanzania Commercial Bk","220211PFXC","TZ","tanzaniacommercial","TZS"
"Dar es Salaam Community Bank","220531RO6M","TZ","dares","TZS"
"Crown Finance And Leasing Limited","25522602","TZ","crownfinance","TZS"
"Karadha Company Ltd","25522604","TZ","karadhacompany","TZS"
"National Bureau De Change Limited","25522606","TZ","nationalbureau","TZS"
"The African Banking Corporation of Tanzania Limited","25522608","TZ","theafrican","TZS"
"Bank of Baroda (Tanzania) Ltd","25548988","TZ","bankof","TZS"
"Twiga Bancorp Limited","25562250","TZ","twigabancorp","TZS"
"Bank M Tanzania Public Limited Company","25702616","TZ","bankm","TZS"
"Accessbank Tanzania Ltd","25716848","TZ","accessbanktanzania","TZS"
"Bank Of India (Tanzania) Limited","25894404","TZ","bankof","TZS"
"Orbit Securites Co Ltd","26187724","TZ","orbitsecurites","TZS"
"United Bank For Africa (Tanzania) Limited","26194946","TZ","unitedbank","TZS"
"Mkombozi Commercial Bank Ltd","26260012","TZ","mkombozicommercial","TZS"
"Tanzania Womens Bank Limited","26262682","TZ","tanzaniawomens","TZS"
"First National Bank Tanzania Limited","26500306","TZ","firstnational","TZS"
"Tanzania Revenue Authority","26545582","TZ","tanzaniarevenue","TZS"
"Tanzania Housing Bank","26618356","TZ","tanzaniahousing","TZS"
"Amana Bank Limited","26695702","TZ","amanabank","TZS"
"Equity Bank Tanzania Limited","26702352","TZ","equitybank","TZS"
"Letshego Bank (T) Limited","26852058","TZ","letshegobank","TZS"
"SABMiller Tanzania","26955990","TZ","sabmillertanzania","TZS"
"Covenant Bank For Women (Tanzania) Limited","26965348","TZ","covenantbank","TZS"
"Mwanga Community Bank Ltd","26965406","TZ","mwangacommunity","TZS"
"UBL Bank (Tanzania) Limited","27121304","TZ","ublbank","TZS"
"Maendeleo Bank Ltd","27121334","TZ","maendeleobank","TZS"
"Trust Bank (Tanzania) Limited","27162738","TZ","trustbank","TZS"
"Dar Es Salaam Stock Exchange","27187316","TZ","dares","TZS"
"China Commercial Bank Limited","27307960","TZ","chinacommercial","TZS"
"Mucoba Bank Plc","27357708","TZ","mucobabank","TZS"
"First Housing Finance Tanzania Limited","27541834","TZ","firsthousing","TZS"
"Stanbic Bank Tanzania Ltd","60000066","TZ","stanbicbank","TZS"
"National Microfinance Bank Ltd.","97723612","TZ","nationalmicrofinance","TZS"
"Citibank Tanzania Ltd.","97723620","TZ","citibanktanzania","TZS"
"Diamond Trust Bank Tanzania Limited","97723632","TZ","diamondtrust","TZS"
"Kilimanjaro Cooperative Bank Limited","97723634","TZ","kilimanjarocooperative","TZS"
"KCB Bank Tanzania Ltd","97723710","TZ","kcbbank","TZS"
"International Commercial Bank (Tanzania) Limited","97723712","TZ","internationalcommercial","TZS"
"Habib African Bank Ltd.","97723714","TZ","habibafrican","TZS"
"ABSA (Barclays Bank - Tanzania Ltd.)","97723718","TZ","absa(barclays","TZS"
"Akiba Commercial Bank PLC","97906794","TZ","akibacommercial","TZS"
"Exim Bank (Tanzania) Limited","98080262","TZ","eximbank","TZS"
"DCB Commercial Bank Plc","98116448","TZ","dcbcommercial","TZS"
"Azania Bank Limited","98116452","TZ","azaniabank","TZS"
"NIC Bank Tanzania Limited","98116456","TZ","nicbank","TZS"
"Uchumi Commercial Bank","99055174","TZ","uchumicommercial","TZS"
"Commercial Bank of Africa (Tanzania) Limited","99055178","TZ","commercialbank","TZS"
"Bank of Africa Tanzania Limited","99229218","TZ","bankof","TZS"
"Standard Chartered Bank Tanzania Ltd.","99354428","TZ","standardchartered","TZS"
"Halopesa","halopesa","TZ","halopesa","TZS"
"Tigo","tigo","TZ","tigo","TZS"
"Ecobank Tanzania","TZ674000","TZ","ecobanktanzania","TZS"
"Vodacom","vodacom","TZ","vodacom","TZS"
"Citibank Senegal SA","11118516","SN","citibanksenegal","XOF"
"Tresor Public","11350420","SN","tresorpublic","XOF"
"TRESORE PUBLIQUE DU SENEGAL","2004177TNW","SN","tresorepublique","XOF"
"Banque Centrale des Etats de l'Afrique de l'Ouest","20548000","SN","banquecentrale","XOF"
"Banque de l'Habitat du Senegal","20548200","SN","banquede","XOF"
"Sunu Bank Senegal","20548300","SN","sunubank","XOF"
"Banque Islamique du Senegal","20548400","SN","banqueislamique","XOF"
"CBAO Groupe Attijariwafa Bank","20548600","SN","cbaogroupe","XOF"
"Caisse Nationale de Credit Agricole du Senegal (CNCAS)","20548700","SN","caissenationale","XOF"
"Le Credit du Senegal","20549000","SN","lecredit","XOF"
"Societe Generale de Banques au Senegal","20549200","SN","societegenerale","XOF"
"La Poste","25522982","SN","laposte","XOF"
"Caisse Nationale D'Epargne","25553408","SN","caissenationale","XOF"
"Depositaire Central-Banque De Reglement (Dcbr Sene","25556432","SN","depositairecentral-banque","XOF"
"Banque Atlantique Senegal","25562426","SN","banqueatlantique","XOF"
"International Commercial Bank Senegal","25570376","SN","internationalcommercial","XOF"
"Banque Regionale De Marches","25678444","SN","banqueregionale","XOF"
"United Bank For Africa Senegal","26158952","SN","unitedbank","XOF"
"Diamondbank Senegal","26187602","SN","diamondbanksenegal","XOF"
"Sonabanque","26618306","SN","sonabanque","XOF"
"Union Senegalaise De Banque Pour Le Commerce Et L'Industrie","26618732","SN","unionsenegalaise","XOF"
"Banque Nationale Pour Le Developpement Economique Du Senegal (Bnde)","27133146","SN","banquenationale","XOF"
"Banque De Dakar","27319932","SN","banquede","XOF"
"Bgfibank Senegal","27351976","SN","bgfibanksenegal","XOF"
"La Banque Outarde SA","27547348","SN","labanque","XOF"
"Bank of Africa-Senegal","97825764","SN","bankof","XOF"
"Banque Sahelo-Saharienne pour l'Investissement et le Commerce Senegal","98116464","SN","banquesahelo-saharienne","XOF"
"BANQUE DES INSTITUTIONS MUTUALISTES D'AFRIQUE DE L'OUEST","98252072","SN","banquedes","XOF"
"Credit International SA","99985664","SN","creditinternational","XOF"
"Free-Money","freemoney","SN","free-money","XOF"
"Orange Money","orangemoney","SN","orangemoney","XOF"
"Ecobank Senegal","SN094000","SN","ecobanksenegal","XOF"
"WAVE","WAVE","SN","wave","XOF"
"Airtel","Airtel","ZM","airtel","ZMW"
"MTN","MTN","ZM","mtn","ZMW"
"ZAMTEL","ZAMTEL","ZM","zamtel","ZMW"
"IKORODU DIVISION MFB","090844","NG","ikoroduMFB","NGN"
"ASCENSIA FINANCE COMPANY LIMITED","050040","NG","Ascensiafinance","NGN"
"COOL MFB","090842","NG","coolmfb","NGN"
"GRIFFIN FINANCE LIMITED","050041","NG","griffinfinance","NGN"
"KEBBI STATE HOME SAVINGS AND LOANS LIMITED","070031","NG","kebbilimited","NGN"
"SHANONO MFB","090748","NG","shanonomfb","NGN"
"QUICK MICROFINANCE BANK LIMITED","090850","NG","quickmicrofinance","NGN"
"BKD NEW MFB","090722","NG","bkdmfb","NGN"
"STABLE MFB","090833","NG","stablemfb","NGN"
"ISI UZO MICROFINANCE BANK LIMITED","090849","NG","isiuzo","NGN"
"INEBA GOGO MICROFINANCE BANK LIMITED","090838","NG","inebagogo","NGN"
"PAYREP MICROFINANCE BANK LIMITED","090823","NG","payrepmicrofinance","NGN"
"HAYAT TRUST MFB","090777","NG","hayatmfb","NGN"
"PATHFINDER MFB","090680","NG","pathfindermfb","NGN"
"MAHFUZ MFB","090825","NG","mahfuzmfb","NGN"
"CEDRUS MFB","090851","NG","cedrusmfb","NGN"
"OLOMU APERAN MFB","090852","NG","olomumfb","NGN"
"AVVIC MFB","090853","NG","avvicmfb","NGN"
"SPRINGVILLE MFB","090786","NG","springvillemfb","NGN"
"PENTECOST MFB","090861","NG","pentecostmfb","NGN"
"BAIGE MFB","090862","NG","baigemfb","NGN"
"KOINS MFB","090839","NG","koinsmfb","NGN"
"ASPIRE MORTGAGE BANK","070033","NG","aspiremortgage","NGN"
"TELLERONE FI MFB","090788","NG","telleronefimfb",""
"Advance la fayette bank","51051","NG","advancela","NGN"
"NOVEL MICROFINANCE BANK","090863","NG","novelmicrofinance","NGN"
"CASHA MICROFINANCE BANK","090848","NG","cashamicrofinance","NGN"
"BANK78 MICROFINANCE BANK","090866","NG","bank78microfinance","NGN"
"KOBOWEB MICROFINANCE BANK","090865","NG","kobowebmicrofinance","NGN"
"MAXITRUST MICROFINANCE BANK","090843","NG","maxitrustmicrofinance","NGN"
"ILUTITUN-OSORO MICROFINANCE BANK","090834","NG","ilutitun-osoromicrofinance","NGN"
"GRANULE MICROFINANCE BANK","090857","NG","granulemicrofinance","NGN"
"NSUKKA MICROFINANCE BANK","090356","NG","nsukkamicrofinance","NGN"
"SOSA MICROFINANCE BANK","090836","NG","sosamicrofinance","NGN"
"CEVIANT FINANCE LIMIED","050043","NG","ceviant-finance-limited","NGN"
"MAYDEN MICROFINANCE BANK","090854","NG","maydenmicrofinance","NGN"
"MEMENTO MICROFINANCE BANK","090867","NG","mementomicrofinance","NGN"
"FIRST LOWLAND MICROFINANCE BANK","090868","NG","firstlowland","NGN"
"EQUATOR MICROFINANCE BANK","090872","NG","equatormicrofinance","NGN"
"MIA MICROFINANCE BANK","090859","NG","miamicrofinance","NGN"
"RIMIN GADO MICROFINANCE BANK","090713","NG","rimingado","NGN"
"SYCAMORE MICROFINANCE BANK","090827","NG","sycamoremicrofinance","NGN"
"DABTIKIR MICROFINANCE BANK","090802","NG","dabtikirmicrofinance","NGN"
"HAMADA MICROFINANCE BANK","090980","NG","hamadamicrofinance","NGN"
"BLOC MICROFINANCE BANK","090977","NG","blocmicrofinance","NGN"
"DEW MICROFINANCE BANK","090978","NG","dewmicrofinance","NGN"
"OBA MICROFINANCE BANK","090981","NG","obamicrofinance","NGN"
"ZAIN MICROFINANCE BANK","090976","NG","zainmicrofinance","NGN"
"MOVASCO-OP MICROFINANCE BANK","090979","NG","movasco-opmicrofinance","NGN"
"AMAANAH FINANCE","050045","NG","amaanah-finance","NGN"
"9JAPAY MICROFINANCE BANK","090629","NG","9japay-microfinance-bank","NGN"
"Babcock Microfinance Bank","090729","NG","babcockmicrofinance","NGN"
"Nuvion Bank","0000003","AE","nuvionbankae","AED"
"GIANT STRIDE MFB","090475","NG","GIANTSTRIDEMFB","NGN"
"NRI MFB","090984","NG","NRIMFB","NGN"
"WE MFB","090989","NG","wemfb","NGN"
"PLUG MFB","090858","NG","PLUGMFB","NGN"
"DAYSPRING MFB","090873","NG","DAYSPRINGMFB","NGN"
"ETHICA MFB","090982","NG","ETHICAMFB","NGN"
"PLATINUM MFB","090993","NG","PLATINUMMFB","NGN"
"UFORO MFB","090869","NG","UFOROMFB","NGN"
"NOLT FINANCE","050037","NG","NOLTFINANCE","NGN"
"ROYAL EXCELLENT MFB","090990","NG","ROYALEXCELLENTMFB","NGN"
"AMS FINANCE","050048","NG","AMSFINANCE","NGN"
"P-UP MFB","090992","NG","P-UPMFB","NGN"
"PAYSTACK MFB","090986","NG","PAYSTACKMFB","NGN"
"KOLISA MFB","090830","NG","KOLISAMFB","NGN"
"OKADA MFB","090996","NG","OKADAMFB","NGN"
"BAUCHI CFA MFB","090387","NG","BAUCHICFAMFB","NGN"
"INVESTIN MFB","090998","NG","INVESTINMFB","NGN"
"TEERUS MFB","090991","NG","TEERUSMFB","NGN"
"PAYREP MICROFINANCE BANK LIMITED","090823","NG","payrepmicrofinance","NGN"
"Lemmy MFB","091003","NG","lemmymfb","NGN"
"Flutterwave MFB (Formerly OK MFB)","090567","NG","flutterwavemfb","NGN"
"BRANCH INTERNATIONAL FINANCIAL COMPANY LIMITED","050006","NG","BRANCHINTERNATIONAL","NGN"
"Advancly MFB","090759","NG","Alpha Morgan","NGN"
"Civic Microfinance Bank Limited","091019","NG","civicmicrofinance","NGN"
